Ticker,Sector
ICICIBANK-EQ.NS,NO
ICNX100-EQ.NS,NO
INIFTY-EQ.NS,NO
ICSA-EQ.NS,NO
IPRU2317-MF.NS,NO
ICRA.NS,Financial Services
ISENSEX.NS,NO
IPRU-8484-MF.NS,NO
ICSA.NS,Technology
IDFC.NS,Financial Services
IDBI-EQ.NS,NO
IDFC-IL.NS,NO
IDFCBANK-EQ.NS,NO
IDFCBANK-BE.NS,NO
IFCI.NS,Financial Services
IFBIND.NS,Consumer Cyclical
IFGLREFRAC.NS,NO
IFCI-EQ.NS,NO
IGARASHI.NS,Consumer Cyclical
IGPL-EQ.NS,NO
IGPL.NS,Basic Materials
IITL.NS,Financial Services
IIFL-EQ.NS,NO
IIFL.NS,Financial Services
IITL-EQ.NS,NO
IVC-EQ.NS,NO
IL&FSENGG.NS,Industrials
IL&FSTRAN.NS,NO
IVC.NS,Financial Services
IL&FSTRANS.NS,Industrials
SIIL-SM.NS,NO
INDLMETER.NS,Industrials
IOB.NS,Financial Services
IOC.NS,Energy
IPCALAB-IL.NS,NO
IPCALAB-EQ.NS,NO
IPCALAB.NS,NO
IPAPPM.NS,NO
TATASPONGE-EQ.NS,NO
TATASPONGE.NS,NO
JISLJALEQS-EQ.NS,NO
SUNFLAG.NS,Basic Materials
ISFT-BE.NS,NO
ISMTLTD.NS,Basic Materials
ISFT.NS,Consumer Cyclical
SATHAISPAT-EQ.NS,NO
SMLISUZU.NS,Consumer Cyclical
SATHAISPAT.NS,Basic Materials
ISMTLTD-EQ.NS,NO
SOUISPAT.NS,NO
ITC.NS,Consumer Defensive
PILIND-EQ.NS,NO
PILITA-EQ.NS,NO
PILIND.NS,NO
ITI.NS,Technology
PILITA.NS,Consumer Cyclical
ITC-EQ.NS,NO
IVRCLINFRA.NS,Industrials
IVRCLINFRA-EQ.NS,NO
IVP.NS,Basic Materials
IZMO-EQ.NS,NO
IZMO.NS,Technology
JAGSNPHARM.NS,Healthcare
JAINSTUDIO-BE.NS,NO
JAINSTUDIO.NS,Communication Services
JAYNECOIND.NS,Basic Materials
JAYSREETEA-EQ.NS,NO
JAICORPLTD-EQ.NS,NO
JAINSTUDIO-EQ.NS,NO
JAYSREETEA.NS,Consumer Defensive
JPINFRATEC.NS,Industrials
JBMA-EQ.NS,NO
JBCHEPHARM.NS,Healthcare
JBCHEPHARM-EQ.NS,NO
JBMA.NS,Consumer Cyclical
RJL.NS,NO
THANGAMAYL-EQ.NS,NO
JENSONICOL.NS,NO
JENSONICOL-EQ.NS,NO
THANGAMAYL.NS,Consumer Cyclical
JEYPORE.NS,NO
JHS.NS,Consumer Defensive
JHS-EQ.NS,NO
JHS-BZ.NS,NO
JSLHISAR.NS,Basic Materials
JINDALSTEL-EQ.NS,NO
JIKIND.NS,Consumer Cyclical
JINDALSTEL.NS,Basic Materials
JINDALPOLY.NS,Basic Materials
JINDALSAW-EQ.NS,NO
JINDALPOLY-EQ.NS,NO
JSL.NS,Basic Materials
JSL-BE.NS,NO
JMTAUTOLTD.NS,Consumer Cyclical
JMCPROJECT.NS,Industrials
JOCIL.NS,Basic Materials
JYOTISTRUC.NS,Industrials
KAMDHENU.NS,Basic Materials
KALPATPOWR.NS,Industrials
KSCL-IL.NS,NO
KANANIIND.NS,Consumer Cyclical
KANSAINER-EQ.NS,NO
KAVVERITEL-EQ.NS,NO
KIL.NS,NO
PERIATEA-BE.NS,NO
KAYA-EQ.NS,NO
KSL-EQ.NS,NO
PERIATEA.NS,NO
KAYA-BE.NS,NO
KSCL-EQ.NS,NO
KAMATHOTEL.NS,Consumer Cyclical
KANANIIND-EQ.NS,NO
KALINDEE-EQ.NS,NO
KAMATHOTEL-EQ.NS,NO
KARURVYSYA.NS,Financial Services
KAYA.NS,Consumer Defensive
PKTEA-EQ.NS,NO
KALINDEE.NS,NO
KTKBANK.NS,Financial Services
PKTEA.NS,Consumer Defensive
KAUSHALYA-EQ.NS,NO
KANORICHEM.NS,Basic Materials
KICL.NS,Financial Services
KAVVERITEL.NS,Technology
KCP.NS,Basic Materials
KDDL.NS,Consumer Cyclical
KEYCORPSER-EQ.NS,NO
KEYCORPSER-BE.NS,NO
KESORAMIND-BZ.NS,NO
KEC-EQ.NS,NO
KEI.NS,Industrials
KESARENT-EQ.NS,NO
KERNEX.NS,Technology
KEYCORPSER.NS,NO
KTIL-EQ.NS,NO
KELLTONTEC.NS,Technology
KESORAMIND.NS,Basic Materials
SHK.NS,Consumer Defensive
KERNEX-BE.NS,NO
KESORAMIND-EQ.NS,NO
KESORAMIND-BE.NS,NO
KHANDSE-EQ.NS,NO
RADICO.NS,Consumer Defensive
RADICO-EQ.NS,NO
KHANDSE.NS,Financial Services
KHAITANLTD-BE.NS,NO
KHAITANLTD.NS,Consumer Cyclical
KHAITANLTD-EQ.NS,NO
KIRIINDUS.NS,Basic Materials
KITPLYIND-BZ.NS,NO
KIRLOSIND-EQ.NS,NO
KIRLOSENG-EQ.NS,NO
KIRLOSIND.NS,Industrials
KMSUGAR-BE.NS,NO
KMSUGAR-EQ.NS,NO
KMSUGAR.NS,Consumer Defensive
KOTHARIPET-EQ.NS,NO
KOTAKBKETF-EQ.NS,NO
KOLTEPATIL-EQ.NS,NO
KOTHARIPET.NS,Basic Materials
KOTAKNV20-EQ.NS,NO
KOKUYOCMLN.NS,Industrials
KOTAKBANK-IL.NS,NO
KTKNV20ETF-EQ.NS,NO
KOLTEPATIL.NS,Real Estate
SONASTEER.NS,NO
KPRMILL-EQ.NS,NO
KRISHNAENG.NS,NO
KRISHNAENG-BE.NS,NO
KRISHNAENG-BZ.NS,NO
KRIDHANINF-EQ.NS,NO
KRBL.NS,Consumer Defensive
KRIDHANINF.NS,Basic Materials
KSE-BE.NS,NO
KSK-EQ.NS,NO
KSERASERA-BE.NS,NO
KSOILS.NS,NO
KSBPUMPS.NS,NO
SKUMARSYNF-BZ.NS,NO
KWALITY-EQ.NS,NO
KWALITY.NS,NO
LT.NS,Industrials
MOREPENLAB.NS,Healthcare
LYKALABS.NS,Healthcare
UNICHEMLAB.NS,Healthcare
SHLAKSHMI.NS,NO
PITTILAM.NS,NO
PENINLAND-EQ.NS,NO
SHLAKSHMI-BE.NS,NO
LAMBODHARA-EQ.NS,NO
LPDC-EQ.NS,NO
LAKPRE.NS,Industrials
NEULANDLAB-EQ.NS,NO
LAMBODHARA.NS,Consumer Cyclical
VIVIMEDLAB.NS,Healthcare
INDSWFTLAB.NS,Healthcare
PHOENIXLL-EQ.NS,NO
SHLAKSHMI-EQ.NS,NO
NEULANDLAB.NS,Healthcare
VIMTALABS-EQ.NS,NO
RANBAXY.NS,NO
LT-EQ.NS,NO
LAXMIMACH.NS,Industrials
PHOENIXLL.NS,NO
LFIC-EQ.NS,NO
INDSWFTLAB-EQ.NS,NO
SHLAKSHMI-BZ.NS,NO
PENINLAND.NS,Real Estate
CAPLIPOINT.NS,Healthcare
LITL.NS,NO
VIVIMEDLAB-EQ.NS,NO
MOREPENLAB-EQ.NS,NO
LAKSHMIEFL.NS,Consumer Defensive
ORTINLABSS.NS,NO
LYKALABS-EQ.NS,NO
ORTINLABSS-EQ.NS,NO
LFIC.NS,Financial Services
LAKSHVILAS.NS,NO
LCCINFOTEC-BE.NS,NO
LCCINFOTEC.NS,Consumer Defensive
LCCINFOTEC-EQ.NS,NO
INOXLEISUR-EQ.NS,NO
INOXLEISUR.NS,Communication Services
FIRSTLEASE-BZ.NS,NO
LGBBROSLTD.NS,Consumer Cyclical
SUVEN.NS,Healthcare
SONATSOFTW.NS,Technology
SNOWMAN-EQ.NS,NO
RPGLIFE.NS,Healthcare
PREMIERPOL-EQ.NS,NO
NCOPPER.NS,NO
PARACABLES-EQ.NS,NO
MOTHERSUMI.NS,Consumer Cyclical
MCLEODRUSS.NS,Consumer Defensive
COUNCODOS.NS,Real Estate
COROMANDEL.NS,Basic Materials
ORCHIDPHAR-EQ.NS,NO
RMMIL.NS,NO
RMMIL-EQ.NS,NO
PRAKASHCON-EQ.NS,NO
REFEX-EQ.NS,NO
SAMINDUS-EQ.NS,NO
PRAKASH-EQ.NS,NO
MOIL.NS,Basic Materials
NILAINFRA-EQ.NS,NO
SYMPHONY.NS,Consumer Cyclical
MINDAIND-EQ.NS,NO
CAIRN-EQ.NS,NO
NECLIFE.NS,Healthcare
ORIENTLTD-EQ.NS,NO
LYCOS-EQ.NS,NO
MCLEODRUSS-EQ.NS,NO
ENGINERSIN-EQ.NS,NO
ORIENTREF-EQ.NS,NO
PONNIERODE-EQ.NS,NO
TIMBOR-BZ.NS,NO
THERMAX-EQ.NS,NO
PHOENIXLTD.NS,Real Estate
GRPLTD-EQ.NS,NO
INSECTICID-EQ.NS,NO
NESTLEIND-EQ.NS,NO
TORNTPHARM-EQ.NS,NO
MAJESCO.NS,NO
SKFINDIA-EQ.NS,NO
POLYPLEX-EQ.NS,NO
MANGTIMBER.NS,NO
TATAMETALI-EQ.NS,NO
TUBEINVEST.NS,NO
SMPL-EQ.NS,NO
BANCOINDIA.NS,Consumer Cyclical
UPL.NS,Basic Materials
SALORAINTL.NS,NO
VRLLOG-EQ.NS,NO
STEL-EQ.NS,NO
INDUSINDBK.NS,Financial Services
SIGNET-EQ.NS,NO
MOLDTKPAC-EQ.NS,NO
MCDHOLDING-EQ.NS,NO
GREAVESCOT-EQ.NS,NO
TNTELE-EQ.NS,NO
UNIVCABLES-EQ.NS,NO
GRAVITA.NS,Industrials
TECHIN-BE.NS,NO
SHARDAMOTR-EQ.NS,NO
NITCO-EQ.NS,NO
UNITY-EQ.NS,NO
PNEUMATIC-EQ.NS,NO
GRASIM-IL.NS,NO
PROZONINTU-EQ.NS,NO
TATASTEEL-EQ.NS,NO
SRGINFOTEC.NS,NO
INDOTECH-EQ.NS,NO
CASTEXTECH.NS,Consumer Goods
SUPREMEIND-EQ.NS,NO
SHREYAS-BE.NS,NO
MBLINFRA-EQ.NS,NO
GRAVITA-EQ.NS,NO
DELTAMAGNT-EQ.NS,NO
PUNJLLOYD.NS,Industrials
LLOYDFIN.NS,NO
LML.NS,NO
PETRONET-EQ.NS,NO
PETRONET-IL.NS,NO
PETRONET.NS,Energy
SICAL.NS,Industrials
PATINTLOG.NS,Industrials
SHREYAS.NS,Industrials
LOVABLE.NS,Consumer Cyclical
LOKESHMACH.NS,Industrials
SNOWMAN.NS,Industrials
LOVABLE-EQ.NS,NO
VRLLOG.NS,Industrials
SAKHTISUG.NS,Consumer Defensive
PRIMESECU.NS,Financial Services
INFOMEDIA.NS,Financial Services
TVSMOTOR.NS,Consumer Cyclical
TTML.NS,Communication Services
TRF.NS,Industrials
TITAN.NS,Consumer Cyclical
TIJARIA.NS,Industrials
TI.NS,Consumer Defensive
THERMAX.NS,Industrials
TECPRO.NS,NO
TATAMTRDVR.NS,Consumer Cyclical
TATACOMM.NS,Communication Services
TAKE.NS,Healthcare
SURANASOL.NS,Technology
LUMAXAUTO.NS,NO
LUXIND.NS,Consumer Cyclical
LUMAXIND-EQ.NS,NO
LUMAXTECH-EQ.NS,NO
OPAL-SM.NS,NO
LUXIND-EQ.NS,NO
LUMAXIND.NS,Consumer Cyclical
LUPIN-IL.NS,NO
LYCOS.NS,NO
MTNL.NS,Communication Services
MASTEK.NS,Technology
MARKSANS.NS,Healthcare
MALWACOTT.NS,NO
MALUPAPER.NS,Basic Materials
MHRIL-EQ.NS,NO
MARUTI-IL.NS,NO
MALWACOTT-BE.NS,NO
MANAKINDST-BE.NS,NO
MANAKINDST-EQ.NS,NO
MANINDS.NS,Basic Materials
MARICO.NS,Consumer Defensive
RMCL-EQ.NS,NO
M&MFIN.NS,Financial Services
MANAKSTEEL.NS,Basic Materials
MARALOVER-EQ.NS,NO
SUPREMETEX-EQ.NS,NO
MANINFRA.NS,Industrials
MBLINFRA.NS,Industrials
MCDOWELL-N-EQ.NS,NO
MCDHOLDING.NS,Financial Services
SAMBHAAV.NS,Communication Services
RADAAN.NS,Communication Services
PRECOT.NS,Consumer Cyclical
MMNL.NS,NO
SMPL.NS,NO
MMNL-EQ.NS,NO
POLYMED.NS,Healthcare
SAMBHAAV-BE.NS,NO
MMNL-IT.NS,NO
OMMETALS-EQ.NS,NO
MEGASOFT-EQ.NS,NO
MEP.NS,Industrials
SHILPAMED.NS,Healthcare
MEP-EQ.NS,NO
MELSTAR.NS,Technology
MERCK-EQ.NS,NO
MEGH-EQ.NS,NO
RATNAMANI.NS,Basic Materials
INDRAMEDCO-EQ.NS,NO
INDRAMEDCO.NS,Healthcare
MANAKCOAT-BE.NS,NO
INDBANK-EQ.NS,NO
THEMISMED-BE.NS,NO
MELSTAR-BE.NS,NO
POWERMECH-EQ.NS,NO
MANAKCOAT-EQ.NS,NO
MFSL.NS,Financial Services
MHRIL.NS,Consumer Cyclical
MIRZAINT.NS,Consumer Cyclical
20MICRONS.NS,Basic Materials
MINDACORP.NS,Consumer Cyclical
NIRVIKARA-EQ.NS,NO
PDUMJEPULP.NS,NO
SIRPAPER-BZ.NS,NO
SIRPAPER.NS,NO
RAJOIL-BE.NS,NO
MIRZAINT-EQ.NS,NO
SARDAEN.NS,Basic Materials
PHOENIXLTD-EQ.NS,NO
SURYAJYOTI.NS,NO
8KMILES-EQ.NS,NO
PDUMJEPULP-EQ.NS,NO
RAJPALAYA.NS,NO
MMTC.NS,Industrials
SPICEMOBI.NS,NO
MORARJEE.NS,Consumer Cyclical
MOHITIND.NS,Consumer Cyclical
MOTHERSUMI-EQ.NS,NO
MOHITIND-EQ.NS,NO
MORARJEE-EQ.NS,NO
MOSERBAER-EQ.NS,NO
M50-EQ.NS,NO
MOLDTKPAC.NS,Consumer Cyclical
MONSANTO.NS,NO
SHARDAMOTR.NS,Consumer Cyclical
SANGHVIMOV.NS,Industrials
SPICEMOBI-EQ.NS,NO
RAIREKMOH-EQ.NS,NO
MOTILALOFS-EQ.NS,NO
MOSERBAER.NS,NO
SANGHVIMOV-EQ.NS,NO
UFO-EQ.NS,NO
MONSANTO-EQ.NS,NO
MPHASIS.NS,Technology
MPSLTD.NS,Communication Services
MPSLTD-EQ.NS,NO
MRF-EQ.NS,NO
MRO-TEK.NS,Technology
MRO-TEK-EQ.NS,NO
MSPL.NS,Basic Materials
SHREERAMA.NS,Consumer Cyclical
SUNDARAM.NS,Basic Materials
MUKANDLTD-P1.NS,NO
3RDROCK-IT.NS,NO
3RDROCK.NS,Industrials
MUKANDLTD.NS,Basic Materials
MUNJALSHOW.NS,Consumer Cyclical
3RDROCK-EQ.NS,NO
MUKANDLTD-EQ.NS,NO
MUTHOOTCAP-EQ.NS,NO
SHREERAMA-EQ.NS,NO
MUTHOOTCAP.NS,Financial Services
MURLIIND-EQ.NS,NO
MUKANDENGG.NS,Industrials
MVL.NS,Real Estate
MVL-EQ.NS,NO
NAVKARCORP.NS,Industrials
NATCOPHARM.NS,Healthcare
NAKODA.NS,NO
NAKODA-EQ.NS,NO
NSIL.NS,Financial Services
PNC-EQ.NS,NO
TNPL-EQ.NS,NO
NAHARSPING.NS,Consumer Cyclical
NAGREEKCAP.NS,Financial Services
NDL-EQ.NS,NO
NATCOPHARM-EQ.NS,NO
NAGAROIL-EQ.NS,NO
PNB-IL.NS,NO
NAVKARCORP-EQ.NS,NO
PNB.NS,Financial Services
NAHARINDUS-EQ.NS,NO
PNB-EQ.NS,NO
NAGREEKCAP-EQ.NS,NO
NAGAROIL.NS,NO
NAHARINDUS.NS,Consumer Cyclical
TNPL.NS,Basic Materials
NCOPPER-BE.NS,NO
NCC.NS,Industrials
NCOPPER-BZ.NS,NO
NCLIND-EQ.NS,NO
NDTV.NS,Communication Services
NECLIFE-EQ.NS,NO
SUNTV.NS,Communication Services
NEYVELILIG.NS,NO
NEOCORP-BE.NS,NO
NESCO.NS,Industrials
NET4.NS,NO
RAJTV.NS,Communication Services
NETWORK18.NS,Communication Services
NESTLEIND.NS,Consumer Defensive
NEXTMEDIA.NS,Communication Services
NELCAST-EQ.NS,NO
TVTODAY.NS,Communication Services
NESCO-EQ.NS,NO
DEN.NS,Communication Services
TVTODAY-EQ.NS,NO
NEPCMICON.NS,NO
SMARTLINK.NS,Technology
SETFNN50.NS,NO
NEXTMEDIA-EQ.NS,NO
NEPCMICON-BE.NS,NO
RAJTV-EQ.NS,NO
NELCO-EQ.NS,NO
SETFNN50-EQ.NS,NO
SITICABLE.NS,NO
NGCT-BE.NS,NO
NGCT.NS,NO
NGCT-EQ.NS,NO
NICCO-BE.NS,NO
SETFNIF50.NS,NO
NILKAMAL-EQ.NS,NO
NIITLTD-EQ.NS,NO
NITINSPIN.NS,Consumer Cyclical
NICCO-EQ.NS,NO
NIITTECH.NS,NO
DEEPAKNTR.NS,Basic Materials
TECHIN-EQ.NS,NO
NITINSPIN-EQ.NS,NO
NIRVIKARA.NS,NO
NIPPOBATRY.NS,Industrials
NILAINFRA.NS,Real Estate
NITINFIRE-EQ.NS,NO
NILKAMAL.NS,Consumer Cyclical
NIRVIKARA-BE.NS,NO
SETFNIFBK.NS,NO
SETFNIFBK-EQ.NS,NO
SETFNIF50-EQ.NS,NO
NITCO.NS,Industrials
TECHIN.NS,Real Estate
NKIND.NS,Consumer Defensive
NOCIL-EQ.NS,NO
DENORA-EQ.NS,NO
GRINDWELL.NS,Industrials
DENORA.NS,Industrials
NOESISIND.NS,NO
NORBTEAEXP-BE.NS,NO
NOESISIND-EQ.NS,NO
UNIVCABLES-BE.NS,NO
VISESHINFO-BE.NS,NO
NRBBEARING-EQ.NS,NO
NRC-BZ.NS,NO
NUTEK.NS,Communication Services
OCL.NS,NO
OCCL.NS,Basic Materials
SCI.NS,Industrials
TINPLATE.NS,Basic Materials
POWERGRID-EQ.NS,NO
STCINDIA.NS,Industrials
SBT.NS,NO
ORIENTBANK-EQ.NS,NO
SAIL.NS,Basic Materials
TINPLATE-EQ.NS,NO
UNITEDBNK.NS,NO
BANKBARODA.NS,Financial Services
MYSOREBANK.NS,NO
TFCILTD.NS,Financial Services
WHIRLPOOL-EQ.NS,NO
OILCOUNTUB.NS,Energy
RAJOIL.NS,NO
SOTL.NS,Basic Materials
SOTL-EQ.NS,NO
OMKARCHEM.NS,Basic Materials
OMNITECH.NS,NO
OMMETALS.NS,NO
OMAXE-EQ.NS,NO
STOREONE-EQ.NS,NO
ONELIFECAP-EQ.NS,NO
ORIENTALTL.NS,Industrials
ORIENTLTD.NS,Consumer Cyclical
VINATIORGA-EQ.NS,NO
ORICONENT-EQ.NS,NO
ORIENTPPR-EQ.NS,NO
ORIENTPPR.NS,Basic Materials
ORIENTREF.NS,NO
ORTEL.NS,Communication Services
ORTEL-EQ.NS,NO
ORIENTALTL-BE.NS,NO
ORIENTALTL-EQ.NS,NO
PANCHSHEEL-EQ.NS,NO
MEGH.NS,NO
ORICONENT.NS,Consumer Cyclical
ORISSAMINE.NS,Basic Materials
GREENPOWER.NS,Utilities
GREENPOWER-EQ.NS,NO
ORIENTHOT-EQ.NS,NO
VINATIORGA.NS,Basic Materials
ORCHIDPHAR.NS,NO
ORIENTHOT.NS,Consumer Cyclical
SIGNETIND.NS,NO
PRADIP-EQ.NS,NO
MARALOVER.NS,Consumer Cyclical
PRADIP.NS,NO
BANG-BE.NS,NO
PAGEIND.NS,Consumer Cyclical
RAINBOWPAP.NS,Basic Materials
PATSPINLTD-EQ.NS,NO
PALREDTECH-EQ.NS,NO
PARSVNATH.NS,Real Estate
PARASPETRO-BE.NS,NO
PALRED.NS,NO
SERVALL.NS,NO
PANAMAPET-EQ.NS,NO
PALREDTECH.NS,NO
SHALPAINTS-EQ.NS,NO
PATSPINLTD.NS,Industrial Goods
PARAPRINT.NS,NO
SHALPAINTS.NS,Basic Materials
PALREDTECH-BE.NS,NO
PARASPETRO-EQ.NS,NO
PARACABLES.NS,Technology
MALUPAPER-EQ.NS,NO
PARAPRINT-BE.NS,NO
PANCHSHEE.NS,NO
RAINBOWPAP-EQ.NS,NO
PANORAMUNI-EQ.NS,NO
PANAMAPET.NS,Energy
SERVALL-EQ.NS,NO
PANORAMUNI.NS,NO
PAEL-EQ.NS,NO
STARPAPER.NS,Basic Materials
PBAINFRA.NS,Industrials
PDUMJEIND-EQ.NS,NO
PDMJEPAPER.NS,Basic Materials
PDUMJEIND.NS,NO
SPIC.NS,Basic Materials
LINCPEN.NS,NO
PETRONENGG.NS,NO
PEARLPOLY-EQ.NS,NO
PEPL.NS,NO
PERFECT-SM.NS,NO
PEARLPOLY.NS,Consumer Cyclical
PENIND.NS,Industrials
LINCPEN-EQ.NS,NO
PARASPETRO.NS,NO
SUPPETRO.NS,NO
CHENNPETRO.NS,Energy
PENPEBS-RL.NS,NO
PERSISTENT.NS,Technology
PENPEBS-BL.NS,NO
TNPETRO.NS,Basic Materials
PENPEBS-IQ.NS,NO
SPIC-EQ.NS,NO
MANALIPETC-EQ.NS,NO
MANALIPETC.NS,Basic Materials
PFIZER.NS,Healthcare
SMSPHARMA.NS,Healthcare
LINCOLN-EQ.NS,NO
SUNPHARMA-EQ.NS,NO
TORNTPHARM.NS,Healthcare
PLETHICO-BZ.NS,NO
PIRPHYTO-EQ.NS,NO
PLETHICO.NS,NO
PLETHICO-BE.NS,NO
SHASUNPHAR-EQ.NS,NO
PIRPHYTO.NS,NO
SMSPHARMA-EQ.NS,NO
SURYAPHARM-BZ.NS,NO
BALPHARMA.NS,Healthcare
LINCOLN.NS,Healthcare
PIIND.NS,Basic Materials
PILANIINVS.NS,Financial Services
PILANIINVS-EQ.NS,NO
PIDILITIND-EQ.NS,NO
SRIPIPES.NS,NO
PIDILITIND.NS,Basic Materials
TEXMOPIPES.NS,Industrials
SRIPIPES-EQ.NS,NO
PKTEA-BE.NS,NO
PLASTIBLEN.NS,Basic Materials
PNCINFRA.NS,Industrials
PNEUMATIC.NS,NO
PNCINFRA-EQ.NS,NO
POLARIS.NS,NO
PONNIERODE.NS,Consumer Defensive
TIJARIA-BE.NS,NO
PREMIERPOL.NS,Basic Materials
SEPOWER-EQ.NS,NO
POCHIRAJU.NS,NO
RTNPOWER-EQ.NS,NO
PREMIERPOL-BE.NS,NO
POLYPLEX.NS,Basic Materials
HONDAPOWER.NS,Industrials
RPOWER.NS,Utilities
VARDMNPOLY.NS,Consumer Cyclical
TORNTPOWER.NS,Utilities
RTNPOWER.NS,Utilities
SEPOWER.NS,Basic Materials
VIVIDHA-EQ.NS,NO
POWERMECH.NS,Industrials
VIKASHMET.NS,NO
SPYL-BE.NS,NO
VIVIDHA.NS,Consumer Cyclical
SPYL.NS,Consumer Cyclical
POLYMED-EQ.NS,NO
CAREERP.NS,Industrials
TATAPOWER.NS,Utilities
POWERGRID-IL.NS,NO
TDPOWERSYS.NS,Industrials
PRICOL.NS,NO
PREMIER.NS,Industrials
PURVA.NS,Real Estate
SIMPLEX.NS,NO
VKSPL.NS,NO
TTKPRESTIG.NS,Consumer Cyclical
PRAKASHSTL.NS,Basic Materials
PRATIBHA.NS,NO
RASOYPR.NS,NO
PROVOGE.NS,NO
PRAKASHCON.NS,NO
PRITHVISOF-EQ.NS,NO
PSL.NS,Basic Materials
PSL-BE.NS,NO
PSL-EQ.NS,NO
PSB.NS,Financial Services
PTC.NS,Utilities
PTL.NS,Real Estate
PURVA-EQ.NS,NO
SHAKTIPUMP.NS,Industrials
PVR.NS,Communication Services
PVP.NS,Industrials
RANASUG.NS,Consumer Defensive
RAMKY.NS,Industrials
RAJVIR.NS,Consumer Cyclical
INGERRAND.NS,Industrials
RAMASTEEL.NS,Basic Materials
RAJRAYON.NS,NO
RAYMOND.NS,Consumer Cyclical
RAMSARUP.NS,Basic Materials
INDORAMA.NS,Consumer Cyclical
RAMKY-EQ.NS,NO
RAIN-EQ.NS,NO
RAMSARUP-BE.NS,NO
RALLIS.NS,Basic Materials
RADAAN-BE.NS,NO
RAMCOIND.NS,Industrials
INDORAMA-EQ.NS,NO
RANEENGINE.NS,Consumer Cyclical
RAJSREESUG-EQ.NS,NO
RAMASTEEL-EQ.NS,NO
SRHHYPOLTD.NS,Basic Materials
RTNINFRA-EQ.NS,NO
RASOYPR-EQ.NS,NO
RAMASTEEL-BE.NS,NO
RANKLIN.NS,NO
RTNINFRA.NS,NO
RBL-EQ.NS,NO
RANEHOLDIN.NS,Consumer Cyclical
RML.NS,Consumer Cyclical
RAIN.NS,Basic Materials
RAMCOSYS.NS,Technology
RMCL.NS,Consumer Cyclical
RCOM.NS,Communication Services
RDEL.NS,NO
RIIL.NS,Industrials
REDINGTON.NS,Technology
RIIL-EQ.NS,NO
RICOAUTO.NS,Consumer Cyclical
ROLTA.NS,Technology
SANGHIIND-BE.NS,NO
SURYAROSNI.NS,Basic Materials
ROSSELLIND.NS,Industrials
RPPINFRA.NS,Industrials
RPGLIFE-EQ.NS,NO
RSYSTEMS.NS,Technology
RSSOFTWARE.NS,Technology
RSWM.NS,Consumer Cyclical
RSDFSA27GR-MF.NS,NO
RUCHIRA.NS,Basic Materials
RUSHIL.NS,Consumer Cyclical
RUPA.NS,Consumer Cyclical
HOTELRUGBY-EQ.NS,NO
RUPA-EQ.NS,NO
RUCHINFRA-BE.NS,NO
RUBYMILLS.NS,Consumer Cyclical
RUCHINFRA.NS,Industrials
HOTELRUGBY.NS,Financial Services
SANGHIIND.NS,Basic Materials
SAMTEL-BE.NS,NO
SAKSOFT.NS,Technology
SAREGAMA.NS,Communication Services
SAYAJIHOT.NS,NO
SUPER.NS,NO
SARTHAKIND-EQ.NS,NO
SAKSOFT-EQ.NS,NO
SAVERA.NS,NO
SANDESH.NS,Communication Services
SANGAMIND.NS,Consumer Cyclical
SALORAINTL-EQ.NS,NO
SAYAJIHOTL-BE.NS,NO
SETFBANK-EQ.NS,NO
SETFNIFJR-EQ.NS,NO
SETFNIFTY-EQ.NS,NO
SB&TINTL.NS,NO
THOMASCOTT.NS,Consumer Cyclical
THOMASCOTT-EQ.NS,NO
MAHSCOOTER.NS,Consumer Cyclical
THOMASCOTT-BE.NS,NO
SEQUENT.NS,Healthcare
CAMLINFINE-EQ.NS,NO
MAHSEAMLES.NS,Basic Materials
INVENTURE.NS,Financial Services
SELMCL-EQ.NS,NO
SFCL-BE.NS,NO
SHYAMTEL.NS,Technology
SHIVTEX.NS,NO
SHOPERSTOP.NS,Consumer Cyclical
SHEMAROO-EQ.NS,NO
SHIVAMAUTO.NS,Consumer Cyclical
SHAIVAL-SM.NS,NO
LIBERTSHOE.NS,Consumer Cyclical
SHOPERSTOP-EQ.NS,NO
RENUKA.NS,Consumer Defensive
VARUNSHIP-BZ.NS,NO
SHREYANIND-EQ.NS,NO
SHILPI.NS,NO
RENUKA-EQ.NS,NO
VARUNSHIP.NS,NO
STAR-IL.NS,NO
STAR.NS,Healthcare
SRTRANSFIN-EQ.NS,NO
SHREYANIND.NS,Basic Materials
SHRENUJ.NS,NO
SIMBHALS.NS,Consumer Defensive
SIMPLEXINF-EQ.NS,NO
SIYSIL.NS,Consumer Cyclical
SIGNET.NS,NO
SIYSIL-EQ.NS,NO
SICAGEN.NS,Industrial Goods
SIMPLEXCA.NS,NO
SIMBHSUGAR-EQ.NS,NO
SILINV.NS,Financial Services
SIL-EQ.NS,NO
SINTEX.NS,Consumer Cyclical
REISIXTEN.NS,NO
SIL.NS,Consumer Cyclical
SIMPLEXINF.NS,Industrials
SJVN.NS,Utilities
SKIPPER.NS,Industrials
SKIL-EQ.NS,NO
SKSMICRO.NS,NO
SKIL.NS,Industrials
SKIPPER-EQ.NS,NO
SKIL-BE.NS,NO
SMSANCO.NS,NO
SMMOMAI.NS,NO
SMOPAL.NS,NO
SMSIIL.NS,NO
SMMITCON.NS,NO
SMTHEJO.NS,NO
SMVETO.NS,NO
SOLARINDS.NS,Basic Materials
INFINITE.NS,NO
CALSOFT-BE.NS,NO
