Ticker,Sector
BIRLACORPN.NS,Basic Materials
HESTERBIO.NS,Healthcare
BANKBARODA-IL.NS,NO
PENPEBS-BE.NS,NO
BLBLIMITED-EQ.NS,NO
BLBLIMITED.NS,Financial Services
PHILIPCARB.NS,NO
BLUEDART.NS,Industrials
BLUECOAST.NS,Consumer Cyclical
BLUEBLENDS.NS,Consumer Cyclical
BLISSGVS.NS,Healthcare
BLUESTINFO-EQ.NS,NO
BLUECHIP.NS,Financial Services
BLUECHIP-BE.NS,NO
BLUECOAST-BE.NS,NO
PHILIPCARB-EQ.NS,NO
BLUEBLENDS-EQ.NS,NO
BLUEBLENDS-BE.NS,NO
BLUESTARCO.NS,Industrials
BLUESTINFO.NS,NO
BLUECOAST-EQ.NS,NO
NIFTYBEES-EQ.NS,NO
GEOJITBNPP.NS,NO
GEOJITBNPP-EQ.NS,NO
BNPCPGII-MF.NS,NO
BODALCHEM.NS,Basic Materials
BODALCHEM-EQ.NS,NO
BOSCHLTD-EQ.NS,NO
GENUSPAPER-EQ.NS,NO
BOMDYEING.NS,Consumer Cyclical
BOMDYEING-EQ.NS,NO
GENUSPAPER.NS,Basic Materials
CEBBCO.NS,Industrials
BODHTREE-BE.NS,NO
BRFL.NS,Consumer Cyclical
CEBBCO-EQ.NS,NO
BPL.NS,Technology
BPL-EQ.NS,NO
DBSTOCKBRO.NS,Financial Services
UBL.NS,Consumer Defensive
SUNDRMBRAK.NS,Consumer Cyclical
BROADCAST.NS,NO
KIRLOSBROS.NS,Industrials
NOIDATOLL-EQ.NS,NO
BROOKS.NS,Healthcare
RBL.NS,Consumer Cyclical
SUNDRMBRAK-EQ.NS,NO
NOIDATOLL.NS,Industrials
SDBL-EQ.NS,NO
KIRLOSBROS-EQ.NS,NO
BSELINFRA.NS,Financial
BSL-EQ.NS,NO
BSLIMITED.NS,NO
BSL.NS,Consumer Cyclical
BURNPUR.NS,Basic Materials
PENPEBS.NS,NO
BURNPUR-EQ.NS,NO
VIJSHAN.NS,NO
PENPEBS-EQ.NS,NO
BYKE.NS,Consumer Cyclical
THEBYKE.NS,NO
BYKE-EQ.NS,NO
GOACARBON.NS,Basic Materials
ELECTCAST.NS,Basic Materials
CASTROLIND.NS,Energy
CANDC.NS,Industrials
CADILAHC.NS,NO
SATIN-BL.NS,NO
CAPLIPOINT-EQ.NS,NO
CANFINHOME-EQ.NS,NO
IPRU2580-MF.NS,NO
CCCL.NS,Industrials
CCHHL.NS,Consumer Cyclical
CCHHL-EQ.NS,NO
CCL.NS,Consumer Defensive
IDEA.NS,Communication Services
PRISMCEM.NS,NO
ITDCEM.NS,Industrials
EUROCERA.NS,Industrials
CESC.NS,Utilities
CERA.NS,Industrials
CEATLTD.NS,Consumer Cyclical
CENTEXT-EQ.NS,NO
RAMCOCEM.NS,Basic Materials
CENTUM-EQ.NS,NO
SAGCEM-EQ.NS,NO
CENTEXT.NS,Basic Materials
ORIENTCEM-EQ.NS,NO
IDEA-EQ.NS,NO
ULTRACEMCO.NS,Basic Materials
EUROCERA-BE.NS,NO
KOVAI.NS,Healthcare
CEREBRAINT-EQ.NS,NO
MANGLMCEM.NS,Basic Materials
SAGCEM.NS,Basic Materials
CEREBRAINT.NS,Technology
SOMANYCERA.NS,Industrials
SHYAMCENT-BE.NS,NO
REGENCERAM-EQ.NS,NO
SHREECEM.NS,Basic Materials
KAKATCEM.NS,Basic Materials
CELEBRITY-EQ.NS,NO
GSCLCEMENT.NS,Basic Materials
CENTURYPLY.NS,Consumer Cyclical
ORIENTCEM.NS,Basic Materials
RAMCOCEM-EQ.NS,NO
DECOLIGHT.NS,NO
CERA-EQ.NS,NO
MURUDCERA.NS,Industrials
CENTRALBK-EQ.NS,NO
JKCEMENT-EQ.NS,NO
CENTRALBK.NS,Financial Services
REGENCERAM.NS,Industrials
SHYAMCENT.NS,Basic Materials
CENTURYTEX.NS,Basic Materials
DECOLIGHT-BE.NS,NO
GSCLCEMENT-EQ.NS,NO
SHYAMCENT-EQ.NS,NO
JKLAKSHMI.NS,Basic Materials
CELEBRITY.NS,Consumer Cyclical
DECCANCE.NS,Basic Materials
CENTUM.NS,Technology
CENTENKA.NS,Consumer Cyclical
SOMANYCERA-EQ.NS,NO
INDIACEM.NS,Basic Materials
KAJARIACER.NS,Industrials
CGCL-EQ.NS,NO
CGCL.NS,Financial Services
SUDARSCHEM.NS,Basic Materials
CLNINDIA.NS,Basic Materials
CHROMATIC.NS,Basic Materials
RAJSREESUG.NS,Consumer Defensive
GSFC-IL.NS,NO
BALRAMCHIN-EQ.NS,NO
FCL-EQ.NS,NO
TIRUMALCHM.NS,Basic Materials
OMKARCHEM-EQ.NS,NO
MANGCHEFER-EQ.NS,NO
SRICHAMUND-EQ.NS,NO
ORCHIDCHEM-EQ.NS,NO
DHARSUGAR-EQ.NS,NO
HCIL.NS,NO
CIPLA.NS,Healthcare
CIGNITITEC.NS,Technology
CNOVAPETRO-EQ.NS,NO
CINEVISTA.NS,Communication Services
MAHINDCIE.NS,Consumer Cyclical
CIPLA-EQ.NS,NO
OPTOCIRCUI.NS,Healthcare
MAHINDCIE-EQ.NS,NO
CINELINE.NS,Real Estate
SHRIRAMCIT.NS,Financial Services
OPTOCIRCUI-EQ.NS,NO
CNOVAPETRO.NS,Industrial Goods
CIGNITITEC-EQ.NS,NO
SHRIRAMCIT-EQ.NS,NO
CIMMCO.NS,NO
CNOVAPETRO-BE.NS,NO
CLASSIC.NS,NO
INDIANCARD.NS,Consumer Cyclical
CLUTCHAUTO-BE.NS,NO
KKCL.NS,Consumer Cyclical
CLASSIC-BZ.NS,NO
CLUTCHAUTO.NS,NO
CLASSIC-BE.NS,NO
CLUTCHAUTO-BZ.NS,NO
CLASSIC-EQ.NS,NO
CMAHENDRA.NS,NO
CMAHENDRA-BZ.NS,NO
CMC.NS,NO
CPSEETF.NS,NO
CPSEETF-EQ.NS,NO
GANESHHOUC.NS,Real Estate
CRMFGETF-EQ.NS,NO
SHARDACROP-EQ.NS,NO
CREATIVEYE-EQ.NS,NO
SATIN-BE.NS,NO
CRESTANI-BZ.NS,NO
CROMPGREAV.NS,NO
SATIN-IQ.NS,NO
EXCELCROP.NS,NO
CREATIVEYE.NS,Communication Services
SATIN-RL.NS,NO
CRISIL.NS,Financial Services
SATIN-EQ.NS,NO
SATIN-.NS,NO
SHARDACROP.NS,Basic Materials
CREST-EQ.NS,NO
SATIN-BT.NS,NO
SATIN.NS,Financial Services
PUNJABCHEM.NS,Basic Materials
SATIN-IL.NS,NO
CREST.NS,Financial Services
BAYERCROP.NS,Basic Materials
CRMFGETF.NS,NO
CTE-BE.NS,NO
CTE-EQ.NS,NO
CTE.NS,Technology
JSWSTEEL-P1.NS,NO
CUMMINSIND-EQ.NS,NO
CURATECH.NS,Technology
CUBEXTUB.NS,Basic Materials
CUBEXTUB-BE.NS,NO
CUBEXTUB-EQ.NS,NO
CURATECH-EQ.NS,NO
CUMMINSIND.NS,Industrials
CYBERTECH.NS,Technology
CYBERMEDIA.NS,Communication Services
CYIENT-EQ.NS,NO
EKC-EQ.NS,NO
CYBERMEDIA-EQ.NS,NO
CYIENT.NS,Industrials
COFFEEDAY.NS,Consumer Cyclical
COFFEEDAY-EQ.NS,NO
HATHWAY.NS,Communication Services
HATHWAY-IL.NS,NO
DATAMATICS-EQ.NS,NO
UMANGDAIRY-EQ.NS,NO
UMANGDAIRY.NS,Consumer Defensive
DAAWAT.NS,Consumer Defensive
PRABHAT-EQ.NS,NO
RDAFTIIPAG-MF.NS,NO
DATAMATICS.NS,Technology
DBREALTY.NS,Real Estate
DBCORP-IL.NS,NO
DBCORP.NS,Communication Services
DCW.NS,Basic Materials
DCBBANK-EQ.NS,NO
DCM.NS,Industrials
DCBBANK.NS,Financial Services
DCMSHRIRAM.NS,Basic Materials
DCMSHRIRAM-EQ.NS,NO
DHFL.NS,NO
DELTACORP.NS,Consumer Cyclical
DEEPIND.NS,NO
HIL.NS,Industrials
NDL.NS,Consumer Cyclical
DHUNINV.NS,Financial Services
DTIL.NS,Consumer Defensive
DHARSUGAR.NS,Consumer Defensive
DTIL-EQ.NS,NO
DPL-EQ.NS,NO
DTIL-BE.NS,NO
DHAMPURSUG.NS,Consumer Defensive
DPL.NS,NO
DHANBANK.NS,Financial Services
DISHTV.NS,Communication Services
DIAPOWER.NS,Industrials
GOENKA-BZ.NS,NO
DIGJAM.NS,NO
UTRGESSDDP-MF.NS,NO
GDL.NS,NO
RKDL-EQ.NS,NO
DICIND-EQ.NS,NO
RKDL.NS,Consumer Defensive
PIONDIST-EQ.NS,NO
DISHMAN.NS,NO
FOURTHDIM-SM.NS,NO
RELDIVOPP.NS,NO
DICIND.NS,Basic Materials
PIONDIST.NS,Consumer Defensive
EDL.NS,NO
DIVISLAB.NS,Healthcare
DLF.NS,Real Estate
DLINKINDIA.NS,Technology
DONEAR.NS,Consumer Cyclical
DOLPHINOFF.NS,Energy
HINDDORROL.NS,NO
DOLPHINOFF-EQ.NS,NO
DONEAR-EQ.NS,NO
DPSCLTD-EQ.NS,NO
DQE.NS,Communication Services
DQE-EQ.NS,NO
DRREDDY-EQ.NS,NO
PDPL.NS,Healthcare
DRDATSONS.NS,NO
LALPATHLAB-EQ.NS,NO
DRDATSONS-EQ.NS,NO
KILITCH.NS,Healthcare
DREDGECORP-EQ.NS,NO
PARABDRUGS.NS,NO
LALPATHLAB.NS,Healthcare
MANGALAM.NS,Healthcare
PARABDRUGS-EQ.NS,NO
DREDGECORP.NS,Industrials
KILITCH-EQ.NS,NO
JINDRILL.NS,Energy
DSKULKARNI-EQ.NS,NO
DSKULKARNI.NS,NO
DSSL-EQ.NS,NO
DSSL.NS,Technology
DUNCANSLTD-BE.NS,NO
RDAFTIIIDG-MF.NS,NO
DUNCANSLTD.NS,NO
DUNCANSLTD-EQ.NS,NO
DWSMIDRD-MF.NS,NO
DWARKESH.NS,Consumer Defensive
DWARKESH-EQ.NS,NO
DWARKESH-BE.NS,NO
DYNATECH-BE.NS,NO
DYNATECH-EQ.NS,NO
DYNAMATECH.NS,Consumer Cyclical
DYNATECH.NS,NO
DYNAMATECH-EQ.NS,NO
GESHIP.NS,Industrials
EASTSILK-EQ.NS,NO
EASUNREYRL-EQ.NS,NO
EASUNREYRL.NS,Industrials
EASTSILK.NS,Consumer Cyclical
EBANK.NS,NO
ECLERX.NS,Technology
GANECOS-EQ.NS,NO
VIKASECO.NS,Basic Materials
VIKASGLOB.NS,NO
ECEIND-EQ.NS,NO
ECLERX-EQ.NS,NO
ECEIND.NS,NO
GANECOS.NS,Consumer Cyclical
EDUCOMP.NS,Consumer Defensive
EDELWEISS.NS,Financial Services
EDELWEISS-EQ.NS,NO
UMESLTD-EQ.NS,NO
MTEDUCARE.NS,Consumer Defensive
NAUKRI.NS,Communication Services
NIFTYEES.NS,NO
NAVNETEDUL.NS,Communication Services
NAVNETEDUL-EQ.NS,NO
EVERONN-EQ.NS,NO
COREEDUTEC-BZ.NS,NO
NAUKRI-EQ.NS,NO
COREEDUTEC.NS,NO
COREEDUTEC-EQ.NS,NO
NIFTYEES-EQ.NS,NO
MTEDUCARE-EQ.NS,NO
SKMEGGPROD-EQ.NS,NO
SKMEGGPROD.NS,Consumer Defensive
EICHERMOT.NS,Consumer Cyclical
EIHOTEL.NS,Consumer Cyclical
EIMCOELECO.NS,Industrials
EIMCOELECO-BE.NS,NO
EIDPARRY.NS,Consumer Defensive
EIMCOELECO-EQ.NS,NO
EIDPARRY-EQ.NS,NO
TECHNO.NS,NO
ELGIEQUIP.NS,Industrials
ELECTHERM-EQ.NS,NO
TVSELECT.NS,Technology
KHAITANELE.NS,NO
ELITE-IT.NS,NO
TVSELECT-EQ.NS,NO
KECL-EQ.NS,NO
LLOYDELENG.NS,NO
ESL-EQ.NS,NO
TECHNO-EQ.NS,NO
SCHNEIDER-EQ.NS,NO
ELGIRUBCO-EQ.NS,NO
KHAITANELE-EQ.NS,NO
MIRCELECTR.NS,Consumer Cyclical
EON.NS,Industrials
ELDERPHARM.NS,NO
MIC.NS,NO
BAJAJELEC.NS,Consumer Cyclical
JCTEL.NS,NO
INDNIPPON.NS,Consumer Cyclical
ELECON-EQ.NS,NO
EON-EQ.NS,NO
ELFORGE-BE.NS,NO
ELECTHERM.NS,Industrials
ELDERPHARM-BZ.NS,NO
SALZERELEC-EQ.NS,NO
ELGIRUBCO.NS,Consumer Cyclical
PGEL-EQ.NS,NO
ELDERPHARM-EQ.NS,NO
KECL.NS,Industrials
PGEL.NS,Technology
MIRCELECTR-EQ.NS,NO
ELECON.NS,Industrials
ELDERPHARM-BE.NS,NO
ESL.NS,NO
SALZERELEC.NS,Industrials
EMCO.NS,Industrials
EMCO-EQ.NS,NO
PIONEEREMB.NS,Consumer Cyclical
EMAMILTD.NS,Consumer Defensive
EMMBI.NS,Consumer Cyclical
EMAMIINFRA.NS,NO
EMKAY.NS,Financial Services
EMAMIINFRA-EQ.NS,NO
PIONEEREMB-EQ.NS,NO
EMKAY-EQ.NS,NO
SHEMAROO.NS,NO
SADBHAV.NS,Industrials
RELIGARE.NS,Financial Services
PATELENG.NS,Industrials
ERAINFRA.NS,NO
ENIL.NS,Communication Services
FCEL.NS,NO
PENPEBS-IL.NS,NO
KARMAENG.NS,Utilities
PENPEBS-BT.NS,NO
A2ZINFRA.NS,Industrials
SHRIRAMEPC.NS,NO
SHRIRAMEPC-EQ.NS,NO
REVATHI.NS,Industrials
REVATHI-EQ.NS,NO
IPRU2262-MF.NS,NO
ERAINFRA-BE.NS,NO
ERAINFRA-BZ.NS,NO
EROSMEDIA.NS,Communication Services
ESSARSHPNG.NS,Industrials
ESCORTS.NS,Industrials
ESABINDIA.NS,Industrials
UNITEDTEA-EQ.NS,NO
NITESHEST-EQ.NS,NO
ESTER.NS,Basic Materials
IBREALEST.NS,Real Estate
ESSAROIL.NS,NO
NITESHEST.NS,NO
ESSARSHPNG-EQ.NS,NO
PRESTIGE.NS,Real Estate
ESTER-EQ.NS,NO
PRESTIGE-IL.NS,NO
ESSARPORT.NS,NO
RELGOLD.NS,NO
INIFTY.NS,NO
RELGRNIFTY.NS,NO
M50.NS,NO
KOTAKNIFTY.NS,NO
KOTAKGOLD.NS,NO
UTISENSETF.NS,NO
RELNV20.NS,NO
N100.NS,NO
GOLDSHARE.NS,NO
LICNFENGP.NS,NO
KOTAKBKETF.NS,NO
IDBIGOLD.NS,NO
RELIGAREGO.NS,NO
IDBIGOLD-EQ.NS,NO
HDFCMFGETF.NS,NO
RELCNX100.NS,NO
IGOLD.NS,NO
RELCONS.NS,NO
HDFCNIFETF.NS,NO
HDFCSENETF.NS,NO
ICNX100.NS,NO
IPGETF.NS,NO
RELBANK.NS,NO
M100-EQ.NS,NO
UTINIFTETF.NS,NO
RELNIFTY.NS,NO
KOTAKPSUBK.NS,NO
KOTAKNV20.NS,NO
RELGRNIFTY-EQ.NS,NO
EUROMULTI.NS,Technology
EUROMULTI-BE.NS,NO
EUROMULTI-EQ.NS,NO
EVEREADY.NS,Industrials
EVERESTIND.NS,Industrials
TULSI.NS,NO
EXIDEIND.NS,Consumer Cyclical
GOLDBEES-EQ.NS,NO
EXCELINFO.NS,NO
HINDOILEXP.NS,Energy
RAJESHEXPO-EQ.NS,NO
EXCELINDUS.NS,Basic Materials
NORBTEAEXP.NS,Consumer Defensive
NAGREEKEXP.NS,Consumer Cyclical
EXCEL-EQ.NS,NO
NAGREEKEXP-EQ.NS,NO
MCX-IL.NS,NO
NUCLEUS.NS,Technology
ORBTEXP.NS,Consumer Cyclical
SELAN.NS,Energy
KABRAEXTRU-EQ.NS,NO
IGOLD-EQ.NS,NO
KEMROCK.NS,NO
RAJESHEXPO.NS,Consumer Cyclical
EXIDEIND-EQ.NS,NO
EXCEL.NS,Industrials
KABRAEXTRU.NS,Industrials
SAKUMA.NS,Consumer Defensive
GOKEX.NS,Consumer Cyclical
LOTUSEYE-EQ.NS,NO
PDSMFL.NS,NO
FARMAXIND.NS,NO
INDTERRAIN-EQ.NS,NO
MONTECARLO.NS,Consumer Cyclical
PFRL-EQ.NS,NO
FARMAXIND-BE.NS,NO
PDSMFL-EQ.NS,NO
SUNDRMFAST.NS,Consumer Cyclical
INDTERRAIN.NS,Consumer Cyclical
MONTECARLO-EQ.NS,NO
FLFL.NS,Consumer Cyclical
FLFL-EQ.NS,NO
FCSSOFT-EQ.NS,NO
FCSSOFT.NS,Technology
FCEL-EQ.NS,NO
FCL.NS,Basic Materials
FDC.NS,Healthcare
RELCNX100-EQ.NS,NO
FDC-EQ.NS,NO
FMGOETZE.NS,Consumer Cyclical
UTIFEFRGR1-MF.NS,NO
FEDERALBNK.NS,Financial Services
GSFC.NS,Basic Materials
SHREEPUSHK.NS,Basic Materials
FEDERALBNK-EQ.NS,NO
ROHITFERRO.NS,NO
MADRASFERT-EQ.NS,NO
FEDDERLOYD.NS,NO
IMPEXFERRO.NS,Basic Materials
SHREEPUSHK-BE.NS,NO
SHREEPUSHK-EQ.NS,NO
CHAMBLFERT.NS,Basic Materials
NFL.NS,Basic Materials
ROHITFERRO-EQ.NS,NO
MADRASFERT.NS,Basic Materials
SRTRANSFI.NS,NO
SRTRANSFIN.NS,Financial Services
SARLAPOLY.NS,Consumer Cyclical
NAHARPOLY-EQ.NS,NO
INDUSFILA.NS,NO
IBULHSGFIN.NS,Financial Services
FSL.NS,Technology
FINANTECH.NS,NO
INDUSFILA-BE.NS,NO
FINCABLES-EQ.NS,NO
LFIC-BE.NS,NO
CONSOFINVT-EQ.NS,NO
GICHSGFIN.NS,Financial Services
CAMLINFINE.NS,Basic Materials
CONSOFINVT.NS,Financial Services
JMFINANCIL.NS,Financial Services
SUNDARMFIN.NS,Financial Services
LAKSHMIFIN-BE.NS,NO
NAHARCAP.NS,Financial Services
OFSS-EQ.NS,NO
FIEMIND-EQ.NS,NO
L&TFH-EQ.NS,NO
GLFL.NS,Financial Services
GINNIFILA-EQ.NS,NO
GUJSTATFIN-BT.NS,NO
FILATEX.NS,Consumer Cyclical
TCIFINANCE.NS,Financial Services
NAHARPOLY.NS,Consumer Cyclical
FINANTECH-EQ.NS,NO
NITINFIRE.NS,Industrials
PFC-EQ.NS,NO
GICHSGFIN-EQ.NS,NO
MOTILALOFS.NS,Financial Services
NAVINFLUOR-EQ.NS,NO
GUJFLUORO.NS,NO
NAVINFLUOR.NS,Basic Materials
FLEXITUFF.NS,Consumer Cyclical
LTMFXTG-MF.NS,NO
FMNL.NS,Real Estate
FMNL-EQ.NS,NO
SGFL.NS,NO
MMFL.NS,Industrials
FOSECOIND.NS,Basic Materials
FORTIS.NS,Healthcare
FORTIS-EQ.NS,NO
HINDUJAFO.NS,NO
ADFFOODS.NS,Consumer Defensive
RKFORGE.NS,Industrials
METALFORGE-EQ.NS,NO
LGBFORGE-EQ.NS,NO
HERITGFOOD.NS,Consumer Defensive
KALYANIFRG-BE.NS,NO
METALFORGE.NS,Industrials
KALYANIFRG-EQ.NS,NO
PFOCUS-EQ.NS,NO
PFOCUS.NS,Communication Services
RELAXO-EQ.NS,NO
RELAXO.NS,Consumer Cyclical
SITASHREE-EQ.NS,NO
KOHINOOR-EQ.NS,NO
HERITGFOOD-EQ.NS,NO
HILTON.NS,Industrials
KOHINOOR.NS,Consumer Defensive
VIMALOIL-EQ.NS,NO
MMFL-EQ.NS,NO
LGBFORGE.NS,Industrials
SITASHREE-BE.NS,NO
VIMALOIL.NS,Consumer Goods
SGFL-EQ.NS,NO
SGFL-BE.NS,NO
KALYANIFRG.NS,Consumer Cyclical
FRL.NS,NO
FRL-EQ.NS,NO
HFCL.NS,Technology
SC2RD-MF.NS,NO
UCALFUEL.NS,Consumer Cyclical
UTRGESSRGR-MF.NS,NO
FRLDVR-EQ.NS,NO
HRGESSRG2-MF.NS,NO
RELNIFTY-EQ.NS,NO
UTCPOSRGR1-MF.NS,NO
RD366D38RG-MF.NS,NO
HCPO36MSRG-MF.NS,NO
SMCSRIIIRD-MF.NS,NO
HCPO36MORG-MF.NS,NO
FRLDVR.NS,NO
ISENSEX-EQ.NS,NO
IGL.NS,Utilities
GABRIEL.NS,Consumer Cyclical
GALLISPAT.NS,Basic Materials
GATI.NS,Industrials
GUJGASLTD-EQ.NS,NO
GUJGASLTD.NS,Utilities
GARDENSIL.NS,NO
GAIL-EQ.NS,NO
GAMMNINFRA-EQ.NS,NO
GUJGASLTD-BE.NS,NO
KITEX-EQ.NS,NO
GAMMNINFRA.NS,NO
GANDHITUBE.NS,Industrials
SVOGL-EQ.NS,NO
GALLANTT-EQ.NS,NO
ONGC-EQ.NS,NO
GAMMONIND.NS,NO
ONGC.NS,Energy
GARDENSILK.NS,NO
SGJHL.NS,NO
GANGOTRI-EQ.NS,NO
INTEGRA.NS,NO
GANESHHOUC-EQ.NS,NO
SHIV-VANI.NS,NO
INTEGRA-EQ.NS,NO
GANGOTRI.NS,Consumer Cyclical
GAYAPROJ.NS,Industrials
GARWALLROP-EQ.NS,NO
GARWALLROP.NS,NO
UPERGANGES.NS,NO
GALLISPAT-EQ.NS,NO
INTEGRA-BE.NS,NO
GALLANTT.NS,Basic Materials
GANGOTRI-BE.NS,NO
GENUSPOWER.NS,Industrials
GEMINI.NS,NO
LYPSAGEMS.NS,Consumer Cyclical
GEINDSYS.NS,NO
GENUSPOWER-EQ.NS,NO
GENESYS.NS,Technology
GEOMETRIC.NS,NO
GENUSPAPER-BE.NS,NO
SHANTIGEAR.NS,Industrials
MOTOGENFIN.NS,Real Estate
MOTOGENFIN-BE.NS,NO
MOTOGENFIN-EQ.NS,NO
LYPSAGEMS-EQ.NS,NO
HITECHGEAR.NS,Consumer Cyclical
GEMINI-EQ.NS,NO
GEOMETRIC-EQ.NS,NO
SHANTIGEAR-EQ.NS,NO
GITANJALI.NS,Consumer Cyclical
GITANJALI-EQ.NS,NO
GHCL.NS,Basic Materials
GHCL-EQ.NS,NO
PNBGILTS.NS,Financial Services
GIPCL.NS,Utilities
GIRRESORTS-IT.NS,NO
GISOLUTION-EQ.NS,NO
GISOLUTION-BE.NS,NO
GIRRESORTS-EQ.NS,NO
GILLETTE-EQ.NS,NO
GIRRESORTS.NS,Consumer Cyclical
GINNIFILA.NS,Consumer Cyclical
GISOLUTION.NS,Industrials
GILLETTE.NS,Consumer Defensive
GKWLIMITED-EQ.NS,NO
GKWLIMITED.NS,Industrials
GLOBUSSPR.NS,Consumer Defensive
GLENMARK.NS,Healthcare
GLAXO.NS,Healthcare
SGL-EQ.NS,NO
INDIAGLYCO.NS,Basic Materials
GLENMARK-EQ.NS,NO
SEZAL-EQ.NS,NO
VAIBHAVGBL-EQ.NS,NO
SEZAL.NS,NO
ONMOBILE-EQ.NS,NO
SPHEREGSL.NS,NO
GLOBOFFS.NS,Services
SGL.NS,Consumer Cyclical
ONMOBILE.NS,Communication Services
GLOBALVECT-EQ.NS,NO
SGL-BE.NS,NO
HINDNATGLS.NS,Consumer Cyclical
GLODYNE-BE.NS,NO
GLOBALVECT.NS,Industrials
GLFL-EQ.NS,NO
GLODYNE-BZ.NS,NO
GSKCONS.NS,NO
SPHEREGSL-EQ.NS,NO
HGS.NS,Industrials
SEZAL-BE.NS,NO
GLODYNE.NS,NO
PGIL.NS,Consumer Cyclical
HGS-EQ.NS,NO
GMBREW.NS,Consumer Defensive
GMDCLTD.NS,Energy
GMRINFRA-EQ.NS,NO
GMRINFRA.NS,Industrials
GODREJIND.NS,Industrials
GPIL.NS,Basic Materials
GODREJCP.NS,Consumer Defensive
GOKUL.NS,Consumer Defensive
GTOFFSHORE.NS,NO
GOLDENTOBC.NS,Consumer Defensive
GOLDINFRA-EQ.NS,NO
RELIGAREGO-EQ.NS,NO
GOACARBON-EQ.NS,NO
GOLDTECH-EQ.NS,NO
GOCLCORP.NS,Basic Materials
GOLDENTOBC-EQ.NS,NO
SHIRPUR-G-EQ.NS,NO
SHIRPUR-G.NS,Basic Materials
SETFGOLD-EQ.NS,NO
GOLDINFRA.NS,NO
GOLDTECH.NS,Technology
GOLDIAM.NS,Consumer Cyclical
SETFGOLD.NS,NO
GOCLCORP-EQ.NS,NO
GODREJCP-EQ.NS,NO
GODREJPROP.NS,Real Estate
GOLDIAM-EQ.NS,NO
GOODLUCK.NS,Basic Materials
RELGOLD-EQ.NS,NO
GODFRYPHLP.NS,Consumer Defensive
GOODLUCK-EQ.NS,NO
GULFCORP-EQ.NS,NO
GPPL.NS,Industrials
GULFPETRO-EQ.NS,NO
GULFPETRO.NS,Energy
SAHPETRO.NS,NO
GREAVESCOT.NS,Industrials
GRANULES.NS,Healthcare
SOFTTECHGR.NS,NO
INVENTURE-EQ.NS,NO
GSS-BE.NS,NO
GSS.NS,Technology
GTLINFRA.NS,Technology
GTL.NS,Communication Services
GTNIND.NS,Industrial Goods
GTL-EQ.NS,NO
GTNTEX.NS,Industrial Goods
GTNTEX-EQ.NS,NO
GUJNREDVR-EQ.NS,NO
GULFOILLUB-EQ.NS,NO
GULFOILLUB.NS,Basic Materials
GUJNREDVR.NS,NO
GULPOLY.NS,Basic Materials
TIMESGTY.NS,Financial Services
GUJNRECOKE.NS,NO
TIMESGTY-EQ.NS,NO
GVKPIL.NS,Industrials
GVKPIL-EQ.NS,NO
TAJGVK.NS,Consumer Cyclical
HANUNG.NS,NO
HAVELLS-EQ.NS,NO
HARRMALAYA.NS,Consumer Defensive
HARITASEAT.NS,NO
HARITASEAT-EQ.NS,NO
HAVELLS.NS,Industrials
HBLPOWER.NS,Industrials
HBSTOCK.NS,NO
HBSTOCK-EQ.NS,NO
HCLTECH.NS,Technology
HCL-INSYS-EQ.NS,NO
HCG.NS,Healthcare
HCL-INSYS.NS,Technology
HDFC-EQ.NS,NO
HDFCSENETF-EQ.NS,NO
HDFCNIFETF-EQ.NS,NO
HDFCBANK-IL.NS,NO
HEIDELBERG.NS,Basic Materials
TTKHLTCARE-EQ.NS,NO
HELIOSMATH-BZ.NS,NO
HECPROJECT-SM.NS,NO
HELIOSMATH-BE.NS,NO
HEG.NS,Industrials
SYNCOM-EQ.NS,NO
HEXATRADEX.NS,Financial Services
HERCULES-EQ.NS,NO
HEIDELBERG-EQ.NS,NO
HERCULES.NS,Industrials
TTKHLTCARE.NS,Healthcare
HEROMOTOCO.NS,Consumer Cyclical
HEXAWARE-EQ.NS,NO
HEXAWARE.NS,NO
HEXATRADEX-EQ.NS,NO
HECINFRA-IT.NS,NO
HINDMOTORS.NS,Consumer Cyclical
HINDPETRO-EQ.NS,NO
HINDCOMPOS.NS,Consumer Cyclical
HMVL-EQ.NS,NO
HITECHPLAS.NS,NO
HINDMOTORS-EQ.NS,NO
HINDCOPPER.NS,Basic Materials
HIKAL.NS,Healthcare
HINDCOPPER-EQ.NS,NO
HITECH-SM.NS,NO
BAJAJHIND.NS,Consumer Defensive
HITACHIHOM.NS,NO
SRHHYPOLTD-EQ.NS,NO
HOCL-EQ.NS,NO
HINDALCO.NS,Basic Materials
HINDSYNTEX.NS,NO
SUNILHITEC.NS,NO
HIKAL-EQ.NS,NO
SUNILHITEC-EQ.NS,NO
HIMATSEIDE.NS,Consumer Cyclical
HINDUNILVR-EQ.NS,NO
HINDSYNTEX-EQ.NS,NO
HOCL.NS,NO
BAJAJHLDNG.NS,Financial Services
UBHOLDINGS.NS,NO
HMT.NS,Industrials
PNEUMATIC-BE.NS,NO
NH-EQ.NS,NO
NH.NS,Healthcare
HSIL.NS,Consumer Cyclical
HSIL-EQ.NS,NO
HTMEDIA.NS,Communication Services
INDIANHUME.NS,Industrials
PAPERPROD.NS,NO
HUSYS.NS,NO
HUBTOWN.NS,Real Estate
IBULHSGFIN-EQ.NS,NO
IBVENTURES-EQ.NS,NO
IBVENTURES.NS,NO
