Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2018-03-09 00:00:00-05:00,3.5,3.5,3.5,3.5,0,0.0,0.0,0.0,,,,,,,,,,3.200000047683716
2018-03-12 00:00:00-04:00,3.5,3.5,3.5,3.5,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,3.200000047683716
2018-03-13 00:00:00-04:00,3.5,3.5,3.5,3.5,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,3.200000047683716
2018-03-14 00:00:00-04:00,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,2000,0.0,0.0,0.0,-0.04285717010498047,0.9571428298950195,,,,,,,,3.200000047683716
2018-03-15 00:00:00-04:00,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,0,0.0,0.0,0.0,0.0,0.9571428298950195,,,,,,,,3.200000047683716
2018-03-16 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,12000,0.0,0.0,0.0,-0.0447760779758305,0.914285727909633,,,,,,,,3.200000047683716
2018-03-19 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,,,,,3.200000047683716
2018-03-20 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,,,,,3.200000047683716
2018-03-21 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,3.350000023841858,,,,3.200000047683716
2018-03-22 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,3.350000023841858,,,,3.200000047683716
2018-03-23 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,3.350000023841858,,,,3.200000047683716
2018-03-26 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,3.274999976158142,,,,3.200000047683716
2018-03-27 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,3.274999976158142,,,,3.200000047683716
2018-03-28 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,3.200000047683716,,,,3.200000047683716
2018-03-29 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,3.200000047683716,,,,3.200000047683716
2018-04-02 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,3.200000047683716,,,,3.200000047683716
2018-04-03 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,3.200000047683716,,,,3.200000047683716
2018-04-04 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,0.0,0.0,0.0,0.0,0.914285727909633,,,,3.200000047683716,,,,3.200000047683716
