Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2018-03-14 00:00:00-04:00,4.099999904632568,4.099999904632568,3.849999904632568,3.950000047683716,81325,0.0,0.0,0.0,,,,,,,,,,3.549999952316284
2018-03-15 00:00:00-04:00,3.900000095367432,4.0,3.849999904632568,3.900000095367432,137134,0.0,0.0,0.0,-0.012658215623466584,0.9873417843765334,,,,,,,,3.400000095367432
2018-03-16 00:00:00-04:00,3.900000095367432,4.050000190734863,3.849999904632568,3.950000047683716,245145,0.0,0.0,0.0,0.012820500280416702,0.9999999999999999,,,,,,,,3.299999952316284
2018-03-19 00:00:00-04:00,4.099999904632568,4.099999904632568,3.799999952316284,3.900000095367432,232810,0.0,0.0,0.0,-0.012658215623466584,0.9873417843765333,,,,,,,,3.150000095367432
2018-03-20 00:00:00-04:00,3.900000095367432,4.0,3.849999904632568,3.950000047683716,127653,0.0,0.0,0.0,0.012820500280416702,0.9999999999999998,,,,,,,,3.0
2018-03-21 00:00:00-04:00,3.950000047683716,4.0,3.849999904632568,3.900000095367432,110862,0.0,0.0,0.0,-0.012658215623466584,0.9873417843765332,,,,,,,,2.8499999046325684
2018-03-22 00:00:00-04:00,3.950000047683716,3.950000047683716,3.75,3.75,115408,0.0,0.0,0.0,-0.03846156197421835,0.9493670771469999,,,,,,,,2.950000047683716
2018-03-23 00:00:00-04:00,3.799999952316284,3.799999952316284,3.5999999046325684,3.799999952316284,169550,0.0,0.0,0.0,0.013333320617675781,0.9620252927704666,,,,,,,,2.950000047683716
2018-03-26 00:00:00-04:00,3.849999904632568,3.849999904632568,3.650000095367432,3.650000095367432,79907,0.0,0.0,0.0,-0.03947364706081635,0.9240506459000667,,,,3.8499999046325684,,,,2.950000047683716
2018-03-27 00:00:00-04:00,3.650000095367432,3.75,3.5,3.650000095367432,139991,0.0,0.0,0.0,0.0,0.9240506459000667,,,,3.799999952316284,,,,2.950000047683716
2018-03-28 00:00:00-04:00,3.549999952316284,3.700000047683716,3.5,3.5,161051,0.0,0.0,0.0,-0.04109591546526581,0.8860759386705332,,,,3.799999952316284,,,,2.900000095367432
