Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2018-03-08 00:00:00+05:30,9.800000190734863,9.800000190734863,9.25,9.399999618530272,295876,0.0,0.0,,,,,,,,,,7.949999809265137
2018-03-09 00:00:00+05:30,9.850000381469728,9.850000381469728,9.25,9.300000190734863,178579,0.0,0.0,-0.010638237431231268,0.9893617625687687,,,,,,,,7.599999904632568
2018-03-12 00:00:00+05:30,9.350000381469728,9.5,8.899999618530273,9.0,301339,0.0,0.0,-0.03225808436366906,0.9574468473656371,,,,,,,,7.25
2018-03-13 00:00:00+05:30,9.0,9.300000190734863,8.850000381469727,9.0,403777,0.0,0.0,0.0,0.9574468473656371,,,,,,,,6.900000095367432
2018-03-14 00:00:00+05:30,9.0,9.25,9.0,9.050000190734863,119140,0.0,0.0,0.005555576748318192,0.9627660168086122,,,,,,,,6.599999904632568
2018-03-15 00:00:00+05:30,9.100000381469728,9.5,9.050000190734863,9.5,295943,0.0,0.0,0.04972373478244063,1.0106383388859503,,,,,,,,6.300000190734863
2018-03-16 00:00:00+05:30,9.550000190734863,9.899999618530272,9.199999809265137,9.300000190734863,283973,0.0,0.0,-0.02105261150159332,0.9893617625687688,,,,,,,,6.0
2018-03-19 00:00:00+05:30,9.550000190734863,9.550000190734863,8.899999618530273,9.0,219124,0.0,0.0,-0.03225808436366906,0.9574468473656372,,,,,,,,5.699999809265137
2018-03-20 00:00:00+05:30,9.050000190734863,9.100000381469728,8.75,8.949999809265137,126364,0.0,0.0,-0.005555576748318192,0.9521276779226622,,,,9.324999809265137,,,,5.449999809265137
2018-03-21 00:00:00+05:30,9.0,9.300000190734863,8.899999618530273,8.949999809265137,236132,0.0,0.0,0.0,0.9521276779226622,,,,9.324999809265137,,,,5.199999809265137
2018-03-22 00:00:00+05:30,8.800000190734863,9.050000190734863,8.699999809265137,8.899999618530273,175352,0.0,0.0,-0.005586613608986046,0.9468085084796871,,,,9.299999713897705,,,,5.449999809265137
2018-03-23 00:00:00+05:30,8.550000190734863,8.800000190734863,8.5,8.5,418358,0.0,0.0,-0.04494377928932192,0.904255355845324,,,,9.199999809265137,,,,5.300000190734863
2018-03-26 00:00:00+05:30,8.75,8.75,8.100000381469727,8.149999618530273,589666,0.0,0.0,-0.04117651546702661,0.8670212711992173,,,,9.0,,,,5.550000190734863
2018-03-27 00:00:00+05:30,8.25,8.550000190734863,8.149999618530273,8.300000190734863,596613,0.0,0.0,0.01840497904607763,0.8829787795281425,,,,9.0,,,,5.800000190734863
2018-03-28 00:00:00+05:30,8.399999618530273,8.399999618530273,7.900000095367432,7.900000095367432,1178148,0.0,0.0,-0.04819278146691419,0.8404255761664201,,,,8.899999856948853,,,,5.550000190734863
2018-04-02 00:00:00+05:30,7.550000190734863,7.550000190734863,7.550000190734863,7.550000190734863,12779,0.0,0.0,-0.04430378486170006,0.8031915422476728,,,,8.550000190734863,,,,5.300000190734863
2018-04-03 00:00:00+05:30,7.550000190734863,7.550000190734863,7.550000190734863,7.550000190734863,6184,0.0,0.0,0.0,0.8031915422476728,,,,8.425000190734863,,,,5.099999904632568
2018-04-04 00:00:00+05:30,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,18187,0.0,0.0,-0.04635766524870244,0.7659574576015661,,,,8.25,,,,4.849999904632568
2018-04-05 00:00:00+05:30,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,33879,0.0,0.0,-0.048611099153388904,0.7287234236828187,,,,7.950000047683716,,,,4.650000095367432
2018-04-06 00:00:00+05:30,6.550000190734863,6.550000190734863,6.550000190734863,6.550000190734863,47609,0.0,0.0,-0.04379557928093092,0.6968085592070464,8.444999980926514,10.19747160132324,6.6925283605297885,7.675000190734863,,,,4.449999809265137
2018-04-09 00:00:00+05:30,6.25,6.849999904632568,6.25,6.849999904632568,640572,0.0,0.0,0.04580148170408638,0.7287234236828187,8.317499995231628,10.143805925963711,6.491194064499545,7.5,,,,4.25
2018-04-10 00:00:00+05:30,7.150000095367432,7.150000095367432,7.150000095367432,7.150000095367432,336843,0.0,0.0,0.04379564889219578,0.7606383388859503,8.209999990463256,10.045506199819375,6.374493781107138,7.400000095367432,,,,4.050000190734863
2018-04-11 00:00:00+05:30,7.5,7.5,7.5,7.5,52499,0.0,0.0,0.04895103496003261,0.7978723728046976,8.134999990463257,9.95765574133027,6.312344239596243,7.324999809265137,,,,4.099999904632568
2018-04-12 00:00:00+05:30,7.849999904632568,7.849999904632568,7.300000190734863,7.849999904632568,1111676,0.0,0.0,0.04666665395100922,0.835106406723445,8.077499985694885,9.859028495882802,6.295971475506969,7.049999952316284,,,,4.25
2018-04-13 00:00:00+05:30,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,141633,0.0,0.0,0.044585975654091614,0.8723404406421925,8.034999966621399,9.760790159348938,6.30920977389386,7.224999904632568,,,,4.449999809265137
2018-04-16 00:00:00+05:30,8.600000381469727,8.600000381469727,8.100000381469727,8.350000381469727,463880,0.0,0.0,0.01829275313337253,0.8882979489711176,7.977499985694886,9.574716376693495,6.380283594696277,7.425000190734863,8.074999809265137,7.75,,4.25
2018-04-17 00:00:00+05:30,8.149999618530273,8.149999618530273,7.949999809265137,7.949999809265137,94343,0.0,0.0,-0.04790425795575637,0.8457446948820359,7.909999966621399,9.386210594686611,6.433789338556187,7.425000190734863,8.074999809265137,7.75,,4.150000095367432
2018-04-18 00:00:00+05:30,7.599999904632568,7.599999904632568,7.599999904632568,7.599999904632568,72303,0.0,0.0,-0.04402514629304388,0.8085106609632885,7.839999961853027,9.232333375618326,6.447666548087728,7.425000190734863,8.074999809265137,7.75,,4.300000190734863
2018-04-19 00:00:00+05:30,7.25,7.25,7.25,7.25,8543,0.0,0.0,-0.04605261960848528,0.7712766270445411,7.75499997138977,9.070538084615134,6.439461858164407,7.425000190734863,8.074999809265137,7.75,,4.300000190734863
2018-04-20 00:00:00+05:30,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,79885,0.0,0.0,-0.04827584891483705,0.7340425931257938,7.652499985694885,8.896376767522884,6.408623203866887,7.750000238418579,8.074999809265137,7.912500023841858,,4.150000095367432
2018-04-23 00:00:00+05:30,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,19417,0.0,0.0,-0.04347828791136965,0.7021276779226622,7.5375,8.722011961383417,6.352988038616583,7.6000001430511475,8.074999809265137,7.837499976158142,,4.099999904632568
2018-04-24 00:00:00+05:30,6.300000190734863,6.900000095367432,6.300000190734863,6.300000190734863,95217,0.0,0.0,-0.04545450276251273,0.6702128134468899,7.427500009536743,8.6425980626356,6.212401956437887,7.450000286102295,8.074999809265137,7.762500047683716,,4.099999904632568
2018-04-25 00:00:00+05:30,6.0,6.0,6.0,6.0,32199,0.0,0.0,-0.04761907645273733,0.6382978982437583,7.320000028610229,8.637649855993047,6.002350201227411,7.300000190734863,7.775000095367432,7.5375001430511475,,3.950000047683716
2018-04-26 00:00:00+05:30,5.699999809265137,5.699999809265137,5.699999809265137,5.699999809265137,18892,0.0,0.0,-0.05000003178914392,0.6063829830406267,7.190000009536743,8.605734578266592,5.774265440806895,7.150000095367432,7.5,7.325000047683716,,3.799999952316284
2018-04-27 00:00:00+05:30,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,62366,0.0,0.0,-0.04385965059044994,0.57978723728047,7.067499995231628,8.633976133654762,5.5010238568084935,6.799999713897705,7.375,7.0874998569488525,,3.650000095367432
2018-04-30 00:00:00+05:30,5.699999809265137,5.699999809265137,5.199999809265137,5.199999809265137,262982,0.0,0.0,-0.045871561238404746,0.5531914915203134,6.949999976158142,8.698168788792918,5.201831163523366,6.3999998569488525,7.125,6.762499928474426,,3.549999952316284
2018-05-02 00:00:00+05:30,5.349999904632568,5.449999809265137,4.949999809265137,5.449999809265137,145389,0.0,0.0,0.04807692484037407,0.57978723728047,6.844999957084656,8.687186038010625,5.002813876158686,6.099999904632568,6.875,6.487499952316284,,3.700000047683716
2018-05-03 00:00:00+05:30,5.699999809265137,5.699999809265137,5.199999809265137,5.300000190734863,210106,0.0,0.0,-0.027522866748595165,0.5638298304062634,6.749999976158142,8.703024463115616,4.796975489200667,5.924999952316284,6.849999904632568,6.387499928474426,,3.5999999046325684
2018-05-04 00:00:00+05:30,5.050000190734863,5.550000190734863,5.050000190734863,5.550000190734863,219719,0.0,0.0,0.04716980962322137,0.5904255761664201,6.684999990463257,8.70647234738177,4.663527633544745,5.924999952316284,6.775000095367432,6.350000023841858,,3.450000047683716
2018-05-07 00:00:00+05:30,5.550000190734863,5.800000190734863,5.349999904632568,5.800000190734863,145282,0.0,0.0,0.04504504349699823,0.6170213219265768,6.647499990463257,8.705493867389892,4.589506113536622,5.924999952316284,6.775000095367432,6.350000023841858,,3.450000047683716
2018-05-08 00:00:00+05:30,5.650000095367432,5.900000095367432,5.550000190734863,5.550000190734863,70212,0.0,0.0,-0.0431034468583914,0.5904255761664201,6.582500004768372,8.692832008326,4.472168001210743,5.474999904632568,6.775000095367432,6.125,,3.549999952316284
2018-05-09 00:00:00+05:30,5.699999809265137,5.699999809265137,5.300000190734863,5.300000190734863,15010,0.0,0.0,-0.045045043496998116,0.5638298304062636,6.490000009536743,8.654797345132396,4.3252026739410905,5.424999952316284,6.775000095367432,6.100000023841858,,3.700000047683716
2018-05-10 00:00:00+05:30,5.050000190734863,5.199999809265137,5.050000190734863,5.099999904632568,122240,0.0,0.0,-0.03773590168014018,0.5425532033617226,6.370000004768372,8.563744245561608,4.176255763975134,5.424999952316284,6.775000095367432,6.100000023841858,,3.849999904632568
2018-05-11 00:00:00+05:30,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,32082,0.0,0.0,-0.04901960875977929,0.515957457601566,6.220000004768371,8.398483741034525,4.0415162685022175,5.375,6.7250001430511475,6.050000071525574,,4.0
2018-05-14 00:00:00+05:30,4.650000095367432,4.650000095367432,4.650000095367432,4.650000095367432,25793,0.0,0.0,-0.041237074886146474,0.4946808812843845,6.042500019073486,8.12194708203847,3.963052956108502,5.275000095367432,6.625000238418579,5.950000166893005,,4.199999809265137
2018-05-15 00:00:00+05:30,4.5,4.5,4.449999809265137,4.449999809265137,16621,0.0,0.0,-0.04301081333343315,0.4734042542398436,5.847499990463257,7.7465864543730305,3.948413526553484,5.174999952316284,6.525000095367432,5.850000023841858,,4.199999809265137
2018-05-16 00:00:00+05:30,4.25,4.25,4.25,4.25,33518,0.0,0.0,-0.04494377928932192,0.45212767792266206,5.6625,7.420436242658871,3.904563757341128,5.075000047683716,6.425000190734863,5.7500001192092896,,4.0
2018-05-17 00:00:00+05:30,4.050000190734863,4.199999809265137,4.050000190734863,4.050000190734863,94720,0.0,0.0,-0.04705877865062036,0.4308511016054805,5.485000014305115,7.137168001154186,3.8328320274560435,4.9750001430511475,6.325000286102295,5.650000214576721,,3.799999952316284
