Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2018-03-09 00:00:00-05:00,49.59999847412109,50.5,46.79999923706055,47.34999847412109,305589,0.0,0.0,0.0,,,,,,,,,,55.95000076293945
2018-03-12 00:00:00-04:00,48.45000076293945,48.84999847412109,44.900001525878906,45.29999923706055,192833,0.0,0.0,0.0,-0.043294599854759364,0.9567054001452406,,,,,,,,52.09999847412109
2018-03-13 00:00:00-04:00,44.95000076293945,49.84999847412109,43.29999923706055,48.95000076293945,547503,0.0,0.0,0.0,0.08057398647576108,1.0337909681178308,,,,,,,,52.84999847412109
2018-03-14 00:00:00-04:00,48.150001525878906,49.34999847412109,46.29999923706055,47.04999923706055,247509,0.0,0.0,0.0,-0.03881514803402042,0.9936642186541039,,,,,,,,50.5
2018-03-15 00:00:00-04:00,47.59999847412109,51.900001525878906,46.29999923706055,48.900001525878906,514984,0.0,0.0,0.0,0.039319921760192944,1.0327350179874866,,,,,,,,49.900001525878906
2018-03-16 00:00:00-04:00,48.29999923706055,50.5,46.650001525878906,47.59999847412109,285793,0.0,0.0,0.0,-0.026584928654242113,1.0052798312155518,,,,,,,,48.650001525878906
2018-03-19 00:00:00-04:00,48.5,48.79999923706055,45.45000076293945,45.75,128699,0.0,0.0,0.0,-0.03886551540809158,0.966209112446,,,,,,,,49.04999923706055
2018-03-20 00:00:00-04:00,44.84999847412109,47.150001525878906,44.75,44.95000076293945,154313,0.0,0.0,0.0,-0.017486322121541997,0.9493136686690001,,,,,,,,47.95000076293945
2018-03-21 00:00:00-04:00,45.34999847412109,47.900001525878906,45.25,45.5,255524,0.0,0.0,0.0,0.01223580039433525,0.9609292812304481,,,,47.60000038146973,,,,47.09999847412109
2018-03-22 00:00:00-04:00,46.09999847412109,47.150001525878906,45.150001525878906,45.34999847412109,124759,0.0,0.0,0.0,-0.003296736832503644,0.9577613502755844,,,,47.60000038146973,,,,47.0
